transaction_id,user_id,transaction_date,amount,merchant_category,location,time_of_day,multiple_transactions,high_risk_merchant,unusual_location,device_type,payment_method,is_fraud
TXN00000676,USER4579,2024-03-09 09:28:46,63271.21,Entertainment,Himachal Pradesh,1,2,0,0,Desktop,Card,0
TXN00000677,USER6971,2024-09-28 01:22:46,42783.96,Entertainment,Nagaland,7,2,0,0,Mobile,UPI,0
TXN00000678,USER5164,2024-07-12 10:44:46,25083.0,Fashion,Madhya Pradesh,16,0,0,0,Tablet,UPI,0
TXN00000679,USER8941,2024-03-04 10:53:46,71542.03,Healthcare,Telangana,8,0,0,0,Mobile,UPI,0
TXN00000680,USER6569,2024-12-14 23:59:46,19273.34,Travel,Maharashtra,11,0,0,0,Mobile,UPI,0
TXN00000681,USER5300,2024-07-27 07:16:46,63372.07,Fashion,Odisha,6,0,0,0,Mobile,Wallet,0
TXN00000682,USER7269,2024-04-14 08:53:46,43110.02,Travel,Maharashtra,0,3,0,0,Mobile,UPI,0
TXN00000683,USER4818,2024-12-18 10:06:46,31984.8,Entertainment,Arunachal Pradesh,20,2,0,0,Desktop,Wallet,0
TXN00000684,USER2906,2024-05-09 15:07:46,94603.63,Others,Karnataka,20,1,0,0,Mobile,UPI,0
TXN00000685,USER7254,2024-12-13 22:40:46,32508.31,Groceries,Uttar Pradesh,13,2,0,0,Mobile,UPI,0
TXN00000686,USER1760,2024-08-24 05:07:46,34815.99,Shopping,Haryana,1,3,0,0,Mobile,UPI,0
TXN00000687,USER8830,2024-05-29 13:56:46,87076.77,Others,Assam,16,3,0,0,Desktop,UPI,0
TXN00000688,USER8350,2024-04-25 20:49:46,12991.43,Travel,Manipur,6,2,0,0,Mobile,UPI,0
TXN00000689,USER7238,2024-06-10 05:10:46,10896.07,Bills,Madhya Pradesh,14,2,1,0,Mobile,UPI,0
TXN00000690,USER7090,2024-08-01 17:44:46,28342.51,Others,Haryana,8,0,0,0,Mobile,UPI,0
TXN00000691,USER7031,2024-05-16 15:37:46,59204.43,Entertainment,Madhya Pradesh,7,3,0,0,Mobile,Wallet,0
TXN00000692,USER8687,2024-07-12 01:48:46,38491.59,Education,Meghalaya,6,2,0,0,Mobile,Wallet,0
TXN00000693,USER9472,2024-07-29 01:56:46,60894.59,Electronics,Sikkim,3,1,0,0,Desktop,Wallet,0
TXN00000694,USER2887,2024-05-17 19:44:46,16059.09,Education,Andhra Pradesh,9,1,0,0,Desktop,UPI,0
TXN00000695,USER4266,2024-06-26 01:37:46,26218.94,Others,Arunachal Pradesh,6,0,0,0,Mobile,UPI,0
TXN00000696,USER1666,2024-05-02 00:17:46,56559.72,Others,Madhya Pradesh,14,0,0,0,Mobile,Wallet,0
TXN00000697,USER5188,2024-01-12 08:05:46,21793.21,Electronics,Delhi,12,2,0,0,Mobile,Wallet,0
TXN00000698,USER1671,2024-08-26 03:45:46,42338.18,Education,Maharashtra,7,1,1,0,Mobile,UPI,0
TXN00000699,USER7777,2024-11-18 10:47:46,57307.52,Fashion,Arunachal Pradesh,8,3,0,0,Mobile,UPI,0
TXN00000700,USER8570,2024-07-06 19:08:46,97367.73,Shopping,Meghalaya,8,4,0,0,Desktop,Wallet,0
TXN00000701,USER8956,2024-09-11 00:36:46,8080.68,Healthcare,Maharashtra,4,1,0,0,Mobile,UPI,0
TXN00000702,USER6124,2024-02-08 01:52:46,46095.36,Electronics,Gujarat,20,3,0,0,Mobile,UPI,0
TXN00000703,USER6585,2024-11-22 13:26:46,39687.47,Shopping,Sikkim,5,1,0,0,Desktop,UPI,0
TXN00000704,USER5777,2024-11-30 03:13:46,82441.7,Fashion,Maharashtra,15,2,0,0,Desktop,UPI,0
TXN00000705,USER4900,2024-09-28 19:53:46,90039.68,Shopping,Nagaland,15,4,0,0,Mobile,Card,0
TXN00000706,USER7677,2024-01-04 19:53:46,90710.62,Fashion,Mizoram,23,4,0,0,Desktop,Wallet,1
TXN00000707,USER7981,2024-05-14 15:58:46,37576.42,Food,Chhattisgarh,13,2,0,1,Mobile,UPI,0
TXN00000708,USER7376,2024-02-23 16:50:46,30535.05,Bills,Karnataka,18,2,0,0,Desktop,Card,0
TXN00000709,USER1523,2024-05-21 05:29:46,44968.81,Education,Nagaland,18,0,0,0,Mobile,UPI,0
TXN00000710,USER3393,2024-11-15 18:38:46,34464.23,Education,Meghalaya,15,3,0,0,Desktop,UPI,0
TXN00000711,USER3593,2024-04-12 21:24:46,71913.21,Fashion,Uttar Pradesh,4,3,0,0,Mobile,UPI,0
TXN00000712,USER8240,2024-05-14 13:12:46,21435.75,Entertainment,Jharkhand,0,0,0,0,Mobile,Card,0
TXN00000713,USER7937,2024-07-28 12:17:46,65902.54,Healthcare,Goa,4,3,0,0,Mobile,Card,0
TXN00000714,USER7190,2024-07-25 00:06:46,92706.05,Healthcare,Maharashtra,8,4,1,0,Tablet,UPI,0
TXN00000715,USER6240,2024-12-02 14:52:46,28063.37,Electronics,Arunachal Pradesh,20,1,0,0,Mobile,Card,0
TXN00000716,USER7493,2024-06-22 09:30:46,67721.37,Electronics,Delhi,6,4,0,0,Desktop,Wallet,0
TXN00000717,USER3878,2024-05-12 19:54:46,14441.76,Travel,Uttarakhand,9,0,0,0,Mobile,UPI,0
TXN00000718,USER5143,2024-02-20 17:58:46,12226.26,Others,Himachal Pradesh,23,3,0,0,Mobile,Wallet,0
TXN00000719,USER4644,2024-03-20 19:01:46,11652.88,Education,West Bengal,14,3,0,0,Mobile,Wallet,0
TXN00000720,USER5432,2024-08-30 11:47:46,13938.96,Bills,Madhya Pradesh,20,1,0,0,Mobile,UPI,0
TXN00000721,USER2276,2024-12-03 04:10:46,21694.87,Bills,Rajasthan,11,1,0,0,Tablet,UPI,0
TXN00000722,USER6811,2024-12-16 02:37:46,56326.77,Education,Tamil Nadu,12,1,0,0,Mobile,Wallet,0
TXN00000723,USER1302,2024-09-10 19:03:46,76721.87,Groceries,Punjab,17,4,0,0,Mobile,Wallet,0
TXN00000724,USER1638,2024-04-06 15:54:46,12773.02,Fashion,Kerala,20,0,1,0,Mobile,UPI,0
TXN00000725,USER1055,2024-01-30 03:59:46,87014.49,Fashion,Arunachal Pradesh,9,0,0,0,Mobile,UPI,0
TXN00000726,USER9717,2024-09-17 16:43:46,84287.36,Shopping,Assam,23,0,0,0,Mobile,UPI,0
TXN00000727,USER9150,2024-08-13 12:51:46,72766.06,Entertainment,Madhya Pradesh,0,4,0,0,Mobile,UPI,0
TXN00000728,USER3125,2024-08-08 21:19:46,42653.98,Electronics,Rajasthan,3,2,0,0,Mobile,UPI,0
TXN00000729,USER1364,2024-02-04 18:48:46,255.57,Bills,Andhra Pradesh,16,3,0,0,Mobile,Wallet,0
TXN00000730,USER7809,2024-11-04 22:33:46,73503.02,Entertainment,West Bengal,20,4,0,0,Desktop,UPI,0
TXN00000731,USER5621,2024-09-08 17:55:46,87910.72,Others,Punjab,12,0,0,0,Mobile,Wallet,0
TXN00000732,USER6126,2024-01-11 19:09:46,33595.11,Fashion,Delhi,1,4,0,0,Mobile,UPI,0
TXN00000733,USER6122,2024-03-13 11:38:46,71826.96,Shopping,Bihar,14,4,0,0,Tablet,Wallet,0
TXN00000734,USER2646,2024-07-06 11:32:46,6298.56,Electronics,Nagaland,11,2,0,0,Mobile,Wallet,0
TXN00000735,USER1918,2024-06-26 06:37:46,70978.54,Education,Tripura,1,1,0,0,Mobile,Wallet,0
TXN00000736,USER3797,2024-02-22 08:34:46,6924.02,Travel,Madhya Pradesh,6,0,0,0,Mobile,Card,0
TXN00000737,USER7506,2024-07-25 07:01:46,58759.91,Electronics,Goa,3,4,0,0,Desktop,UPI,1
TXN00000738,USER6870,2024-04-23 06:55:46,59795.57,Shopping,Tripura,13,1,0,0,Mobile,UPI,0
TXN00000739,USER2531,2024-12-21 02:45:46,30285.44,Entertainment,Goa,17,3,0,1,Desktop,UPI,0
TXN00000740,USER9172,2024-10-20 08:45:46,8004.36,Bills,Manipur,10,3,0,0,Mobile,UPI,0
TXN00000741,USER4345,2024-06-25 17:46:46,94938.54,Entertainment,Nagaland,2,3,1,0,Tablet,Card,0
TXN00000742,USER8673,2024-06-07 16:15:46,53604.18,Entertainment,Mizoram,2,4,0,0,Mobile,UPI,0
TXN00000743,USER7949,2024-07-27 07:46:46,58017.84,Electronics,Maharashtra,17,4,0,0,Mobile,Wallet,0
TXN00000744,USER7882,2024-11-07 05:39:46,61540.59,Bills,Bihar,22,2,0,0,Tablet,UPI,0
TXN00000745,USER2906,2024-05-30 09:51:46,89115.69,Shopping,Delhi,0,0,0,0,Mobile,UPI,0
TXN00000746,USER4086,2024-12-25 10:30:46,6119.54,Healthcare,Andhra Pradesh,12,1,0,0,Mobile,UPI,0
TXN00000747,USER9152,2024-04-16 23:43:46,89339.45,Groceries,Haryana,4,3,0,0,Desktop,UPI,0
TXN00000748,USER6750,2024-07-31 18:05:46,24043.68,Electronics,Karnataka,3,1,0,0,Mobile,Card,0
TXN00000749,USER9905,2024-10-30 09:24:46,7887.23,Entertainment,Madhya Pradesh,2,2,0,0,Mobile,Card,0
TXN00000750,USER2062,2024-04-29 03:31:46,65760.86,Fashion,Mizoram,18,3,0,1,Desktop,UPI,0
TXN00000751,USER2976,2024-10-29 17:04:46,97699.87,Groceries,Rajasthan,12,1,0,0,Tablet,Wallet,0
TXN00000752,USER2296,2024-05-09 11:33:46,5818.48,Fashion,Maharashtra,15,0,0,1,Mobile,UPI,0
TXN00000753,USER7229,2024-06-03 01:33:46,42669.57,Healthcare,Tripura,18,0,1,0,Desktop,UPI,0
TXN00000754,USER8641,2024-03-22 08:43:46,53025.47,Entertainment,Mizoram,0,2,0,0,Mobile,Wallet,0
TXN00000755,USER1125,2024-10-16 10:49:46,25286.68,Electronics,Punjab,17,1,0,1,Desktop,UPI,0
TXN00000756,USER5632,2024-05-18 01:23:46,98288.93,Shopping,Telangana,6,2,0,0,Desktop,Wallet,0
TXN00000757,USER7288,2024-12-19 14:22:46,64132.23,Shopping,Telangana,2,2,0,0,Desktop,Wallet,0
TXN00000758,USER4596,2024-07-08 18:13:46,84450.63,Travel,Andhra Pradesh,21,2,0,0,Tablet,UPI,0
TXN00000759,USER7168,2024-08-16 20:24:46,41636.19,Electronics,Haryana,19,4,0,0,Mobile,UPI,0
TXN00000760,USER8561,2024-06-08 04:58:46,35460.19,Bills,Uttarakhand,9,0,0,0,Mobile,Wallet,0
TXN00000761,USER9258,2024-09-20 23:16:46,55360.47,Shopping,West Bengal,20,4,0,0,Tablet,UPI,0
TXN00000762,USER1232,2024-09-28 04:58:46,43584.32,Bills,Odisha,7,4,0,0,Mobile,Wallet,0
TXN00000763,USER7371,2024-05-29 20:07:46,71523.31,Groceries,Karnataka,1,0,0,0,Mobile,UPI,0
TXN00000764,USER5206,2024-10-29 19:48:46,26655.23,Entertainment,Tamil Nadu,9,2,0,0,Mobile,UPI,0
TXN00000765,USER8943,2024-08-07 07:36:46,45014.14,Healthcare,Jharkhand,20,1,0,0,Mobile,UPI,0
TXN00000766,USER7891,2024-03-18 09:50:46,89523.76,Others,Uttarakhand,17,2,0,0,Mobile,UPI,0
TXN00000767,USER7738,2024-12-07 08:47:46,75635.18,Travel,Andhra Pradesh,11,2,0,0,Desktop,UPI,0
TXN00000768,USER3472,2024-08-04 02:51:46,16890.21,Bills,Chhattisgarh,13,4,0,0,Mobile,Wallet,0
TXN00000769,USER3739,2024-02-16 20:16:46,88697.8,Groceries,Meghalaya,1,1,0,0,Mobile,UPI,0
TXN00000770,USER6401,2024-06-08 09:36:46,58942.76,Healthcare,Punjab,16,0,0,0,Mobile,Wallet,0
TXN00000771,USER2761,2024-09-06 06:19:46,67960.79,Fashion,Punjab,19,3,0,0,Mobile,UPI,0
TXN00000772,USER1876,2024-02-18 23:07:46,29496.23,Food,West Bengal,11,0,0,0,Mobile,UPI,0
TXN00000773,USER4812,2024-12-05 16:34:46,44210.27,Bills,Chhattisgarh,6,1,0,0,Mobile,Wallet,0
TXN00000774,USER2460,2024-01-24 12:33:46,80700.57,Healthcare,Meghalaya,14,0,0,0,Tablet,Card,0
TXN00000775,USER2733,2024-02-14 03:01:46,33134.55,Healthcare,Assam,1,4,0,0,Mobile,UPI,0
TXN00000776,USER2605,2024-01-07 13:33:46,16589.66,Travel,Tamil Nadu,11,1,0,0,Mobile,Wallet,0
TXN00000777,USER6622,2024-12-01 11:54:46,37892.66,Education,Arunachal Pradesh,16,3,0,0,Mobile,Wallet,0
TXN00000778,USER7767,2024-03-14 08:08:46,7014.94,Shopping,Mizoram,0,3,0,0,Mobile,UPI,0
TXN00000779,USER7986,2024-05-15 20:06:46,71813.86,Entertainment,Sikkim,7,1,0,0,Desktop,Card,0
TXN00000780,USER4517,2024-11-17 16:36:46,14859.82,Travel,West Bengal,4,0,1,0,Mobile,UPI,0
TXN00000781,USER4735,2024-06-20 11:15:46,28584.08,Entertainment,Andhra Pradesh,7,3,1,1,Mobile,UPI,0
TXN00000782,USER9434,2024-03-25 09:56:46,88119.99,Others,Meghalaya,21,1,0,0,Mobile,UPI,0
TXN00000783,USER3590,2024-08-08 19:54:46,54095.72,Electronics,Uttarakhand,19,1,1,0,Mobile,UPI,0
TXN00000784,USER2063,2024-08-14 22:07:46,32201.71,Others,Tamil Nadu,13,1,0,0,Tablet,Card,0
TXN00000785,USER5324,2024-02-20 11:45:46,54811.92,Education,Telangana,5,2,0,0,Desktop,UPI,0
TXN00000786,USER6342,2024-08-30 11:44:46,21905.94,Others,Arunachal Pradesh,17,0,0,0,Mobile,UPI,0
TXN00000787,USER1005,2024-11-10 20:08:46,2614.8,Entertainment,Punjab,4,1,0,0,Mobile,UPI,0
TXN00000788,USER8489,2024-11-28 00:44:46,60412.87,Education,Gujarat,9,1,1,0,Mobile,Card,0
TXN00000789,USER9659,2024-10-18 18:19:46,71441.18,Shopping,Karnataka,14,2,0,0,Mobile,UPI,0
TXN00000790,USER9195,2024-11-06 12:51:46,87990.2,Education,Goa,2,4,0,0,Mobile,Card,0
TXN00000791,USER6966,2024-03-03 08:35:46,77211.15,Fashion,Arunachal Pradesh,2,2,0,0,Mobile,UPI,0
TXN00000792,USER9837,2024-11-20 22:28:46,92675.1,Food,Maharashtra,16,1,0,0,Mobile,Wallet,0
TXN00000793,USER1117,2024-05-11 20:24:46,98596.75,Groceries,Bihar,13,0,0,0,Mobile,UPI,0
TXN00000794,USER3551,2024-07-02 20:53:46,74519.05,Groceries,Odisha,23,2,0,0,Mobile,Card,0
TXN00000795,USER6560,2024-06-25 17:22:46,86805.54,Travel,Tripura,9,1,0,0,Tablet,UPI,0
TXN00000796,USER5289,2024-12-15 04:00:46,67405.78,Bills,Sikkim,18,0,0,0,Mobile,Wallet,0
TXN00000797,USER1846,2024-03-17 05:52:46,17176.69,Food,Delhi,15,2,0,0,Tablet,Wallet,0
TXN00000798,USER7316,2024-04-14 22:20:46,18252.07,Others,West Bengal,16,3,0,0,Mobile,Wallet,0
TXN00000799,USER7469,2024-06-18 12:38:46,11114.92,Education,Arunachal Pradesh,19,0,0,0,Desktop,UPI,0
TXN00000800,USER9915,2024-11-26 23:45:46,94303.17,Education,Arunachal Pradesh,12,1,0,0,Mobile,UPI,0
TXN00000801,USER1224,2024-01-12 11:34:46,67307.89,Bills,Madhya Pradesh,0,0,0,0,Desktop,Wallet,0
TXN00000802,USER5208,2024-11-11 11:40:46,79011.98,Healthcare,Madhya Pradesh,0,0,1,0,Mobile,Card,0
TXN00000803,USER7283,2024-02-21 11:09:46,33182.62,Education,Assam,16,1,0,0,Mobile,UPI,0
TXN00000804,USER3048,2024-01-16 16:51:46,46096.13,Others,Rajasthan,17,3,1,0,Mobile,Wallet,0
TXN00000805,USER7233,2024-11-21 15:00:46,4073.98,Entertainment,West Bengal,16,0,0,0,Mobile,UPI,0
TXN00000806,USER2828,2024-02-24 02:00:46,88911.84,Food,Goa,11,1,0,0,Mobile,UPI,0
TXN00000807,USER2917,2024-11-22 06:10:46,85315.04,Bills,Rajasthan,5,0,0,0,Desktop,UPI,0
TXN00000808,USER5234,2024-01-18 23:24:46,78502.65,Healthcare,West Bengal,6,4,0,0,Mobile,UPI,0
TXN00000809,USER7988,2024-10-11 19:02:46,5924.38,Entertainment,Mizoram,16,3,0,1,Tablet,Wallet,0
TXN00000810,USER3026,2024-04-08 02:12:46,17507.55,Entertainment,Delhi,15,4,0,0,Mobile,UPI,0
TXN00000811,USER4744,2024-05-30 11:21:46,33483.65,Entertainment,Andhra Pradesh,0,0,0,0,Desktop,UPI,0
TXN00000812,USER1009,2024-03-30 04:06:46,26379.96,Electronics,Gujarat,10,3,0,0,Mobile,UPI,0
TXN00000813,USER1260,2024-10-25 14:10:46,83862.14,Electronics,Uttar Pradesh,9,1,0,1,Desktop,UPI,0
TXN00000814,USER7038,2024-02-20 11:41:46,19564.09,Others,Gujarat,0,4,0,0,Mobile,UPI,0
TXN00000815,USER3219,2024-04-16 10:51:46,53259.23,Fashion,Madhya Pradesh,10,3,0,0,Desktop,UPI,0
TXN00000816,USER8041,2024-12-12 21:26:46,57180.97,Education,Uttar Pradesh,23,3,1,0,Mobile,UPI,1
TXN00000817,USER3060,2024-04-28 16:34:46,42558.68,Others,Sikkim,2,0,0,0,Desktop,Wallet,0
TXN00000818,USER6287,2024-07-26 16:52:46,24144.72,Education,Himachal Pradesh,22,4,0,0,Mobile,UPI,0
TXN00000819,USER2619,2024-11-11 15:27:46,96033.4,Healthcare,Nagaland,15,1,0,0,Desktop,Wallet,0
TXN00000820,USER9512,2024-02-27 01:20:46,41398.58,Shopping,Andhra Pradesh,0,2,0,0,Desktop,UPI,0
TXN00000821,USER2342,2024-08-06 04:10:46,72758.27,Education,Karnataka,6,0,0,0,Mobile,UPI,0
TXN00000822,USER3832,2024-03-25 17:16:46,18486.24,Others,Sikkim,10,3,0,0,Mobile,UPI,0
TXN00000823,USER3824,2024-08-03 07:29:46,82298.84,Others,Sikkim,16,4,0,1,Mobile,UPI,0
TXN00000824,USER2994,2024-02-07 23:49:46,21667.59,Entertainment,Tripura,18,2,0,0,Mobile,Wallet,0
TXN00000825,USER4490,2024-08-27 15:41:46,67563.13,Shopping,Karnataka,13,3,0,0,Mobile,UPI,0
TXN00000826,USER8984,2024-04-23 18:28:46,50698.95,Shopping,Jharkhand,22,4,0,0,Mobile,UPI,0
TXN00000827,USER2604,2024-01-06 10:36:46,14741.06,Travel,Mizoram,15,4,0,1,Tablet,Wallet,0
TXN00000828,USER1235,2024-06-23 06:13:46,2592.42,Travel,Uttarakhand,16,2,0,0,Tablet,Card,0
TXN00000829,USER2908,2024-05-08 02:02:46,93081.75,Fashion,Mizoram,13,3,0,0,Mobile,Card,0
TXN00000830,USER9567,2024-05-24 12:02:46,12656.48,Shopping,Kerala,8,2,0,1,Desktop,Card,0
TXN00000831,USER4530,2024-12-18 08:35:46,70524.65,Education,West Bengal,20,1,0,0,Desktop,UPI,0
TXN00000832,USER6256,2024-06-05 23:40:46,65303.23,Entertainment,Jharkhand,12,0,0,0,Tablet,Wallet,0
TXN00000833,USER3635,2024-06-06 17:21:46,34237.83,Entertainment,Kerala,1,0,1,0,Mobile,UPI,0
TXN00000834,USER9162,2024-07-05 15:32:46,18619.75,Groceries,Goa,19,1,0,0,Tablet,Wallet,0
TXN00000835,USER3560,2024-09-01 17:06:46,17914.99,Electronics,Rajasthan,7,3,0,0,Desktop,UPI,0
TXN00000836,USER6415,2024-12-05 18:40:46,58574.25,Electronics,Uttarakhand,3,2,0,0,Desktop,Wallet,0
TXN00000837,USER4391,2024-10-16 01:59:46,54737.44,Education,Goa,4,0,1,0,Mobile,Wallet,0
TXN00000838,USER6951,2024-10-08 06:21:46,87605.91,Shopping,Goa,14,1,0,0,Mobile,UPI,0
TXN00000839,USER6468,2024-11-15 18:21:46,64036.31,Fashion,Delhi,1,4,0,0,Desktop,Card,1
TXN00000840,USER9007,2024-09-27 07:08:46,81945.57,Fashion,Punjab,20,0,0,0,Desktop,Wallet,0
TXN00000841,USER7413,2024-03-03 18:48:46,3338.06,Food,Uttar Pradesh,22,0,0,0,Mobile,Wallet,0
TXN00000842,USER7941,2024-08-15 20:03:46,67132.22,Travel,Haryana,8,1,0,0,Mobile,UPI,0
TXN00000843,USER5820,2024-10-30 12:49:46,23447.49,Others,Chhattisgarh,7,2,0,0,Mobile,UPI,0
TXN00000844,USER3898,2024-01-21 09:11:46,25358.61,Bills,Goa,10,0,0,0,Mobile,UPI,0
TXN00000845,USER8546,2024-01-22 00:20:46,72085.6,Bills,Arunachal Pradesh,21,2,0,0,Mobile,Wallet,0
TXN00000846,USER1077,2024-09-06 13:10:46,79363.95,Fashion,Mizoram,12,1,0,0,Tablet,Card,0
TXN00000847,USER8577,2024-05-26 03:28:46,37236.37,Education,Haryana,6,4,0,0,Mobile,UPI,0
TXN00000848,USER5227,2024-01-02 00:26:46,79028.67,Food,Sikkim,18,0,0,0,Mobile,UPI,0
TXN00000849,USER1600,2024-01-16 11:40:46,44430.09,Food,Delhi,14,2,0,0,Mobile,Wallet,0
TXN00000850,USER2065,2024-09-16 04:35:46,85778.77,Education,Himachal Pradesh,11,2,0,0,Desktop,UPI,0
TXN00000851,USER3136,2024-02-20 13:56:46,2587.89,Shopping,Rajasthan,12,3,0,0,Mobile,UPI,0
TXN00000852,USER7943,2024-05-22 03:00:46,8441.16,Electronics,Haryana,0,2,0,0,Desktop,Card,0
TXN00000853,USER8804,2024-05-25 22:02:46,77657.55,Food,Tamil Nadu,20,2,0,0,Mobile,Wallet,0
TXN00000854,USER7565,2024-11-22 08:25:46,62446.55,Bills,Karnataka,7,1,0,0,Mobile,UPI,0
TXN00000855,USER6984,2024-04-15 09:21:46,55946.12,Travel,Jharkhand,14,2,0,0,Mobile,UPI,0
TXN00000856,USER6142,2024-02-14 10:23:46,61436.48,Bills,Mizoram,21,3,0,0,Mobile,UPI,0
TXN00000857,USER5670,2024-08-03 18:42:46,93026.04,Education,Tamil Nadu,13,4,0,0,Mobile,Wallet,0
TXN00000858,USER3190,2024-07-19 22:39:46,65588.15,Education,Punjab,7,3,0,0,Mobile,UPI,0
TXN00000859,USER3712,2024-01-16 16:50:46,64782.86,Groceries,Madhya Pradesh,23,4,0,0,Mobile,UPI,0
TXN00000860,USER3192,2024-07-03 02:14:46,75971.14,Electronics,Sikkim,2,0,0,0,Mobile,Wallet,0
TXN00000861,USER2248,2024-04-02 12:03:46,86675.41,Healthcare,Himachal Pradesh,11,4,0,0,Mobile,UPI,0
TXN00000862,USER5033,2024-05-14 21:41:46,26265.06,Food,Manipur,14,4,0,0,Tablet,UPI,0
TXN00000863,USER2997,2024-03-15 08:14:46,61713.21,Shopping,Madhya Pradesh,21,3,1,1,Desktop,Wallet,1
TXN00000864,USER4687,2024-04-23 00:46:46,58439.1,Education,Madhya Pradesh,15,1,0,0,Mobile,UPI,0
TXN00000865,USER5018,2024-06-22 06:18:46,13571.46,Shopping,Madhya Pradesh,6,1,0,0,Mobile,Card,0
TXN00000866,USER2970,2024-12-18 01:54:46,52079.67,Education,Tripura,17,4,0,1,Mobile,UPI,1
TXN00000867,USER9389,2024-11-19 00:55:46,7048.1,Electronics,Tripura,12,3,0,0,Mobile,UPI,0
TXN00000868,USER6765,2024-10-18 17:12:46,18577.46,Shopping,Rajasthan,22,1,0,0,Mobile,Wallet,0
TXN00000869,USER2202,2024-01-09 02:45:46,91305.01,Healthcare,Bihar,5,1,0,0,Mobile,Wallet,0
TXN00000870,USER9135,2024-01-18 07:15:46,12012.39,Bills,Sikkim,1,3,0,0,Tablet,UPI,0
TXN00000871,USER6567,2024-08-11 05:37:46,57933.74,Education,Jharkhand,1,4,0,1,Mobile,Wallet,0
TXN00000872,USER8667,2024-12-11 21:15:46,32415.72,Entertainment,Manipur,21,0,0,0,Mobile,UPI,0
TXN00000873,USER6742,2024-06-21 05:55:46,55575.8,Food,Rajasthan,18,3,0,0,Mobile,UPI,0
TXN00000874,USER6788,2024-01-01 17:32:46,23573.86,Healthcare,West Bengal,5,3,0,0,Mobile,Card,0
TXN00000875,USER6408,2024-05-21 18:09:46,44493.51,Healthcare,Jharkhand,9,3,0,1,Tablet,UPI,0
TXN00000876,USER9669,2024-06-13 13:28:46,86746.61,Education,Rajasthan,16,4,0,0,Desktop,UPI,0
TXN00000877,USER1922,2024-01-04 09:47:46,37684.08,Electronics,Haryana,18,4,1,0,Mobile,Wallet,0
TXN00000878,USER1419,2024-08-01 03:46:46,35367.79,Groceries,Jharkhand,15,3,0,0,Desktop,UPI,0
TXN00000879,USER3204,2024-06-09 15:36:46,44667.2,Travel,Rajasthan,17,1,0,0,Mobile,UPI,0
TXN00000880,USER2120,2024-07-24 10:27:46,10139.24,Bills,Mizoram,18,0,0,0,Mobile,Wallet,0
TXN00000881,USER1950,2024-03-17 04:42:46,38795.97,Travel,Chhattisgarh,1,2,0,0,Mobile,Wallet,0
TXN00000882,USER3336,2024-12-09 05:07:46,789.34,Fashion,Madhya Pradesh,2,3,0,0,Desktop,UPI,0
TXN00000883,USER6373,2024-03-30 11:48:46,50389.37,Electronics,Rajasthan,14,3,0,1,Desktop,UPI,0
TXN00000884,USER3243,2024-05-29 04:47:46,84809.31,Bills,Rajasthan,14,4,0,0,Mobile,UPI,0
TXN00000885,USER3645,2024-09-15 12:39:46,55252.1,Healthcare,West Bengal,11,4,0,0,Mobile,Wallet,0
TXN00000886,USER5612,2024-08-03 19:11:46,60811.75,Fashion,Odisha,19,2,0,0,Tablet,Card,0
TXN00000887,USER2865,2024-06-18 20:31:46,3153.28,Healthcare,Kerala,12,4,0,0,Mobile,Wallet,0
TXN00000888,USER7028,2024-02-06 23:29:46,85965.55,Healthcare,Kerala,22,4,0,0,Mobile,UPI,0
TXN00000889,USER8326,2024-05-18 09:34:46,38561.85,Fashion,Tripura,1,1,0,0,Mobile,UPI,0
TXN00000890,USER7371,2024-03-10 13:53:46,97487.78,Entertainment,Rajasthan,17,0,0,0,Desktop,UPI,0
TXN00000891,USER7359,2024-01-13 10:22:46,12134.49,Entertainment,West Bengal,14,1,0,0,Desktop,UPI,0
TXN00000892,USER8863,2024-04-01 11:12:46,94472.72,Travel,Arunachal Pradesh,17,3,0,0,Mobile,UPI,0
TXN00000893,USER4228,2024-12-08 12:44:46,63465.66,Entertainment,Rajasthan,12,1,0,0,Mobile,Wallet,0
TXN00000894,USER4719,2024-11-12 23:59:46,5328.8,Electronics,Himachal Pradesh,5,2,0,0,Desktop,Wallet,0
TXN00000895,USER3371,2024-08-19 17:17:46,97172.74,Bills,Telangana,7,1,0,0,Mobile,UPI,0
TXN00000896,USER3891,2024-06-08 03:46:46,1485.92,Groceries,Sikkim,15,4,0,0,Mobile,UPI,0
TXN00000897,USER4756,2024-07-07 17:08:46,73096.95,Entertainment,Tripura,19,2,1,0,Mobile,UPI,0
TXN00000898,USER5225,2024-10-30 05:18:46,88964.04,Shopping,Tamil Nadu,2,2,1,0,Mobile,UPI,0
TXN00000899,USER1094,2024-07-24 17:23:46,17663.57,Healthcare,Arunachal Pradesh,16,3,0,1,Mobile,Wallet,0
TXN00000900,USER3674,2024-07-13 15:27:46,34401.38,Healthcare,Andhra Pradesh,17,3,0,0,Mobile,UPI,0
TXN00000901,USER7898,2024-04-27 16:27:46,56166.81,Groceries,Maharashtra,11,4,0,0,Desktop,UPI,0
TXN00000902,USER1793,2024-08-28 03:49:46,68012.95,Entertainment,Madhya Pradesh,6,0,0,0,Mobile,Wallet,0
TXN00000903,USER3116,2024-02-16 12:23:46,87200.4,Fashion,Assam,11,2,0,1,Tablet,Wallet,0
TXN00000904,USER6779,2024-09-06 04:02:46,76130.94,Education,Uttarakhand,2,4,0,0,Tablet,UPI,0
